gene,type
ENSG00000186723,non-disease
ENSG00000186765,disease
ENSG00000186766,disease
ENSG00000186767,non-disease
ENSG00000186792,non-disease
ENSG00000186795,disease
ENSG00000186806,non-disease
ENSG00000186810,disease
ENSG00000186812,non-disease
ENSG00000186814,non-disease
ENSG00000186818,disease
ENSG00000186827,disease
ENSG00000186832,disease
ENSG00000186834,disease
ENSG00000186847,disease
ENSG00000186854,non-disease
ENSG00000186862,disease
ENSG00000186866,disease
ENSG00000186867,disease
ENSG00000186868,disease
ENSG00000186871,non-disease
ENSG00000186889,non-disease
ENSG00000186891,disease
ENSG00000186895,disease
ENSG00000186897,non-disease
ENSG00000186907,non-disease
ENSG00000186908,disease
ENSG00000186910,disease
ENSG00000186912,non-disease
ENSG00000186918,non-disease
ENSG00000186919,non-disease
ENSG00000186943,non-disease
ENSG00000186951,disease
ENSG00000186952,disease
ENSG00000186971,non-disease
ENSG00000186976,disease
ENSG00000186977,non-disease
ENSG00000186994,non-disease
ENSG00000186998,disease
ENSG00000187003,non-disease
ENSG00000187017,disease
ENSG00000187021,disease
ENSG00000187033,non-disease
ENSG00000187037,disease
ENSG00000187045,disease
ENSG00000187049,disease
ENSG00000187051,non-disease
ENSG00000187054,disease
ENSG00000187066,non-disease
ENSG00000187068,disease
ENSG00000187080,non-disease
ENSG00000187091,disease
ENSG00000187094,disease
ENSG00000187097,disease
ENSG00000187098,disease
ENSG00000187105,non-disease
ENSG00000187109,non-disease
ENSG00000187116,disease
ENSG00000187118,disease
ENSG00000187122,disease
ENSG00000187123,disease
ENSG00000187135,disease
ENSG00000187140,disease
ENSG00000187144,non-disease
ENSG00000187147,disease
ENSG00000187151,non-disease
ENSG00000187164,disease
ENSG00000187166,non-disease
ENSG00000187189,non-disease
ENSG00000187193,disease
ENSG00000187210,disease
ENSG00000187231,disease
ENSG00000187239,disease
ENSG00000187240,disease
ENSG00000187242,disease
ENSG00000187244,disease
ENSG00000187257,disease
ENSG00000187258,disease
ENSG00000187266,disease
ENSG00000187268,disease
ENSG00000187288,non-disease
ENSG00000187323,disease
ENSG00000187325,non-disease
ENSG00000187372,non-disease
ENSG00000187391,disease
ENSG00000187398,disease
ENSG00000187446,non-disease
ENSG00000187474,disease
ENSG00000187475,disease
ENSG00000187486,disease
ENSG00000187492,non-disease
ENSG00000187498,disease
ENSG00000187510,disease
ENSG00000187513,disease
ENSG00000187516,disease
ENSG00000187522,disease
ENSG00000187527,disease
ENSG00000187531,non-disease
ENSG00000187533,disease
ENSG00000187535,disease
ENSG00000187546,non-disease
ENSG00000187550,non-disease
ENSG00000187553,disease
ENSG00000187555,disease
ENSG00000187556,disease
ENSG00000187566,disease
ENSG00000187569,non-disease
ENSG00000187583,non-disease
ENSG00000187600,non-disease
ENSG00000187605,disease
ENSG00000187608,disease
ENSG00000187609,non-disease
ENSG00000187616,non-disease
ENSG00000187624,non-disease
ENSG00000187626,disease
ENSG00000187634,non-disease
ENSG00000187642,non-disease
ENSG00000187658,non-disease
ENSG00000187664,non-disease
ENSG00000187672,disease
ENSG00000187676,disease
ENSG00000187678,disease
ENSG00000187682,non-disease
ENSG00000187688,non-disease
ENSG00000187689,non-disease
ENSG00000187690,disease
ENSG00000187695,non-disease
ENSG00000187699,non-disease
ENSG00000187701,non-disease
ENSG00000187713,non-disease
ENSG00000187715,disease
ENSG00000187720,disease
ENSG00000187726,disease
ENSG00000187730,disease
ENSG00000187735,disease
ENSG00000187736,disease
ENSG00000187741,disease
ENSG00000187742,disease
ENSG00000187753,non-disease
ENSG00000187758,disease
ENSG00000187764,disease
ENSG00000187772,disease
ENSG00000187773,disease
ENSG00000187778,non-disease
ENSG00000187783,non-disease
ENSG00000187790,disease
ENSG00000187792,non-disease
ENSG00000187796,disease
ENSG00000187800,disease
ENSG00000187801,non-disease
ENSG00000187806,non-disease
ENSG00000187808,non-disease
ENSG00000187815,non-disease
ENSG00000187823,disease
ENSG00000187824,disease
ENSG00000187833,non-disease
ENSG00000187837,disease
ENSG00000187840,disease
ENSG00000187848,non-disease
ENSG00000187855,disease
ENSG00000187860,non-disease
ENSG00000187862,non-disease
ENSG00000187866,non-disease
ENSG00000187867,non-disease
ENSG00000187871,disease
ENSG00000187889,disease
ENSG00000187902,non-disease
ENSG00000187905,non-disease
ENSG00000187912,non-disease
ENSG00000187918,disease
ENSG00000187922,non-disease
ENSG00000187942,non-disease
ENSG00000187944,non-disease
ENSG00000187950,disease
ENSG00000187954,non-disease
ENSG00000187955,disease
ENSG00000187957,disease
ENSG00000187959,disease
ENSG00000187961,non-disease
ENSG00000187980,non-disease
ENSG00000187987,non-disease
ENSG00000187994,disease
ENSG00000187997,non-disease
ENSG00000188000,non-disease
ENSG00000188001,disease
ENSG00000188015,disease
ENSG00000188021,disease
ENSG00000188026,disease
ENSG00000188032,non-disease
ENSG00000188033,disease
ENSG00000188037,disease
ENSG00000188038,disease
ENSG00000188039,disease
ENSG00000188042,disease
ENSG00000188056,non-disease
ENSG00000188060,non-disease
ENSG00000188064,disease
ENSG00000188086,non-disease
ENSG00000188089,disease
ENSG00000188095,disease
ENSG00000188112,non-disease
ENSG00000188124,non-disease
ENSG00000188130,disease
ENSG00000188133,disease
ENSG00000188153,disease
ENSG00000188157,disease
ENSG00000188158,disease
ENSG00000188162,disease
ENSG00000188163,non-disease
ENSG00000188167,non-disease
ENSG00000188175,non-disease
ENSG00000188176,non-disease
ENSG00000188177,non-disease
ENSG00000188186,non-disease
ENSG00000188215,non-disease
ENSG00000188243,non-disease
ENSG00000188257,disease
ENSG00000188263,disease
ENSG00000188266,disease
ENSG00000188277,disease
ENSG00000188282,non-disease
ENSG00000188283,disease
ENSG00000188293,non-disease
ENSG00000188305,disease
ENSG00000188306,non-disease
ENSG00000188312,disease
ENSG00000188313,non-disease
ENSG00000188315,non-disease
ENSG00000188316,non-disease
ENSG00000188321,non-disease
ENSG00000188322,disease
ENSG00000188334,non-disease
ENSG00000188340,disease
ENSG00000188342,non-disease
ENSG00000188343,disease
ENSG00000188352,non-disease
ENSG00000188368,non-disease
ENSG00000188373,non-disease
ENSG00000188379,disease
ENSG00000188385,disease
ENSG00000188389,disease
ENSG00000188393,non-disease
ENSG00000188394,non-disease
ENSG00000188396,non-disease
ENSG00000188404,disease
ENSG00000188419,disease
ENSG00000188425,non-disease
ENSG00000188452,disease
ENSG00000188467,disease
ENSG00000188486,disease
ENSG00000188487,disease
ENSG00000188488,disease
ENSG00000188493,non-disease
ENSG00000188501,non-disease
ENSG00000188505,non-disease
ENSG00000188508,non-disease
ENSG00000188517,disease
ENSG00000188522,non-disease
ENSG00000188523,disease
ENSG00000188542,non-disease
ENSG00000188549,non-disease
ENSG00000188554,disease
ENSG00000188559,non-disease
ENSG00000188566,non-disease
ENSG00000188582,non-disease
ENSG00000188596,disease
ENSG00000188613,non-disease
ENSG00000188620,non-disease
ENSG00000188624,non-disease
ENSG00000188636,non-disease
ENSG00000188641,disease
ENSG00000188643,non-disease
ENSG00000188647,disease
ENSG00000188655,disease
ENSG00000188659,non-disease
ENSG00000188674,disease
ENSG00000188677,disease
ENSG00000188687,disease
ENSG00000188690,disease
ENSG00000188694,non-disease
ENSG00000188706,disease
ENSG00000188710,non-disease
ENSG00000188716,disease
ENSG00000188729,disease
ENSG00000188730,non-disease
ENSG00000188732,non-disease
ENSG00000188735,disease
ENSG00000188738,non-disease
ENSG00000188739,non-disease
ENSG00000188747,non-disease
ENSG00000188760,non-disease
ENSG00000188761,non-disease
ENSG00000188763,disease
ENSG00000188766,disease
ENSG00000188770,disease
ENSG00000188771,non-disease
ENSG00000188778,disease
ENSG00000188779,non-disease
ENSG00000188782,disease
ENSG00000188783,disease
ENSG00000188784,disease
ENSG00000188786,disease
ENSG00000188800,non-disease
ENSG00000188803,disease
ENSG00000188807,non-disease
ENSG00000188811,disease
ENSG00000188816,non-disease
ENSG00000188820,non-disease
ENSG00000188822,disease
ENSG00000188827,disease
ENSG00000188828,non-disease
ENSG00000188833,non-disease
ENSG00000188846,non-disease
ENSG00000188848,disease
ENSG00000188868,non-disease
ENSG00000188869,disease
ENSG00000188883,disease
ENSG00000188886,disease
ENSG00000188906,disease
ENSG00000188909,disease
ENSG00000188910,disease
ENSG00000188916,disease
ENSG00000188917,non-disease
ENSG00000188921,disease
ENSG00000188931,disease
ENSG00000188937,disease
ENSG00000188938,non-disease
ENSG00000188958,non-disease
ENSG00000188959,disease
ENSG00000188976,non-disease
ENSG00000188981,non-disease
ENSG00000188984,non-disease
ENSG00000188986,non-disease
ENSG00000188991,non-disease
ENSG00000188992,disease
ENSG00000188993,non-disease
ENSG00000188994,disease
ENSG00000188996,disease
ENSG00000188997,non-disease
ENSG00000189001,non-disease
ENSG00000189007,non-disease
ENSG00000189013,disease
ENSG00000189023,non-disease
ENSG00000189037,non-disease
ENSG00000189045,disease
ENSG00000189046,disease
ENSG00000189050,disease
ENSG00000189051,non-disease
ENSG00000189056,disease
ENSG00000189057,non-disease
ENSG00000189058,disease
ENSG00000189060,disease
ENSG00000189067,disease
ENSG00000189068,disease
ENSG00000189079,disease
ENSG00000189091,disease
ENSG00000189099,non-disease
ENSG00000189108,disease
ENSG00000189114,disease
ENSG00000189120,disease
ENSG00000189127,disease
ENSG00000189129,disease
ENSG00000189132,disease
ENSG00000189134,disease
ENSG00000189139,disease
ENSG00000189143,non-disease
ENSG00000189159,non-disease
ENSG00000189164,disease
ENSG00000189167,disease
ENSG00000189169,non-disease
ENSG00000189171,non-disease
ENSG00000189180,non-disease
ENSG00000189182,disease
ENSG00000189184,disease
ENSG00000189195,non-disease
ENSG00000189221,disease
ENSG00000189227,non-disease
ENSG00000189233,non-disease
ENSG00000189241,disease
ENSG00000189280,disease
ENSG00000189283,disease
ENSG00000189292,disease
ENSG00000189298,disease
ENSG00000189299,non-disease
ENSG00000189306,non-disease
ENSG00000189308,disease
ENSG00000189319,disease
ENSG00000189320,non-disease
ENSG00000189325,non-disease
ENSG00000189334,disease
ENSG00000189337,non-disease
ENSG00000189339,non-disease
ENSG00000189350,disease
ENSG00000189362,non-disease
ENSG00000189367,non-disease
ENSG00000189369,disease
ENSG00000189377,non-disease
ENSG00000189401,non-disease
ENSG00000189409,non-disease
ENSG00000189410,disease
ENSG00000189430,non-disease
ENSG00000189433,disease
ENSG00000196071,disease
ENSG00000196072,non-disease
ENSG00000196074,disease
ENSG00000196081,non-disease
ENSG00000196083,disease
ENSG00000196090,disease
ENSG00000196091,disease
ENSG00000196092,disease
ENSG00000196099,non-disease
ENSG00000196104,disease
ENSG00000196110,disease
ENSG00000196116,disease
ENSG00000196119,non-disease
ENSG00000196123,non-disease
ENSG00000196126,disease
ENSG00000196139,disease
ENSG00000196141,disease
ENSG00000196150,non-disease
ENSG00000196151,non-disease
ENSG00000196152,disease
ENSG00000196155,disease
ENSG00000196159,disease
ENSG00000196166,disease
ENSG00000196169,disease
ENSG00000196171,non-disease
ENSG00000196172,non-disease
ENSG00000196177,disease
ENSG00000196182,disease
ENSG00000196184,disease
ENSG00000196187,disease
ENSG00000196188,non-disease
ENSG00000196189,disease
ENSG00000196196,non-disease
ENSG00000196199,non-disease
ENSG00000196208,disease
ENSG00000196209,disease
ENSG00000196214,non-disease
ENSG00000196218,disease
ENSG00000196220,disease
ENSG00000196227,non-disease
ENSG00000196235,non-disease
ENSG00000196236,disease
ENSG00000196248,non-disease
ENSG00000196260,disease
ENSG00000196263,non-disease
ENSG00000196277,disease
ENSG00000196284,disease
ENSG00000196290,disease
ENSG00000196296,disease
ENSG00000196305,disease
ENSG00000196323,non-disease
ENSG00000196335,disease
ENSG00000196338,disease
ENSG00000196344,disease
ENSG00000196345,non-disease
ENSG00000196352,disease
ENSG00000196353,disease
ENSG00000196357,non-disease
ENSG00000196358,disease
ENSG00000196361,non-disease
ENSG00000196363,disease
ENSG00000196365,disease
ENSG00000196367,disease
ENSG00000196368,disease
ENSG00000196371,non-disease
ENSG00000196372,disease
ENSG00000196376,disease
ENSG00000196378,disease
ENSG00000196387,disease
ENSG00000196388,non-disease
ENSG00000196396,disease
ENSG00000196405,disease
ENSG00000196407,disease
ENSG00000196408,non-disease
ENSG00000196411,disease
ENSG00000196415,disease
ENSG00000196418,disease
ENSG00000196419,disease
ENSG00000196420,disease
ENSG00000196422,non-disease
ENSG00000196428,non-disease
ENSG00000196431,disease
ENSG00000196449,non-disease
ENSG00000196453,non-disease
ENSG00000196455,non-disease
ENSG00000196456,non-disease
ENSG00000196460,disease
ENSG00000196465,non-disease
ENSG00000196475,disease
ENSG00000196476,non-disease
ENSG00000196482,disease
ENSG00000196497,non-disease
ENSG00000196498,disease
ENSG00000196503,disease
ENSG00000196504,disease
ENSG00000196505,disease
ENSG00000196507,non-disease
ENSG00000196511,disease
ENSG00000196517,disease
ENSG00000196526,disease
ENSG00000196535,disease
ENSG00000196544,non-disease
ENSG00000196547,disease
ENSG00000196549,disease
ENSG00000196557,disease
ENSG00000196562,disease
ENSG00000196569,disease
ENSG00000196570,non-disease
ENSG00000196576,non-disease
ENSG00000196581,disease
ENSG00000196584,disease
ENSG00000196586,disease
ENSG00000196588,disease
ENSG00000196591,disease
ENSG00000196597,disease
ENSG00000196600,non-disease
ENSG00000196605,non-disease
ENSG00000196611,disease
ENSG00000196620,disease
ENSG00000196628,disease
ENSG00000196632,disease
ENSG00000196636,disease
ENSG00000196639,disease
ENSG00000196642,non-disease
ENSG00000196646,non-disease
ENSG00000196652,disease
ENSG00000196653,non-disease
ENSG00000196655,disease
ENSG00000196659,non-disease
ENSG00000196660,disease
ENSG00000196663,disease
ENSG00000196664,disease
ENSG00000196678,disease
ENSG00000196700,disease
ENSG00000196704,disease
ENSG00000196711,non-disease
ENSG00000196712,disease
ENSG00000196715,disease
ENSG00000196724,non-disease
ENSG00000196730,disease
ENSG00000196734,non-disease
ENSG00000196739,disease
ENSG00000196743,disease
ENSG00000196748,non-disease
ENSG00000196754,disease
ENSG00000196757,non-disease
ENSG00000196767,disease
ENSG00000196776,disease
ENSG00000196778,non-disease
ENSG00000196781,disease
ENSG00000196782,disease
ENSG00000196792,disease
ENSG00000196793,disease
ENSG00000196800,disease
ENSG00000196811,disease
ENSG00000196812,non-disease
ENSG00000196814,non-disease
ENSG00000196821,non-disease
ENSG00000196839,disease
ENSG00000196843,non-disease
ENSG00000196844,non-disease
ENSG00000196850,disease
ENSG00000196859,non-disease
ENSG00000196860,non-disease
ENSG00000196865,disease
ENSG00000196867,non-disease
ENSG00000196872,non-disease
ENSG00000196876,disease
ENSG00000196878,disease
ENSG00000196900,non-disease
ENSG00000196911,non-disease
ENSG00000196914,disease
ENSG00000196917,non-disease
ENSG00000196923,non-disease
ENSG00000196924,disease
ENSG00000196932,disease
ENSG00000196935,disease
ENSG00000196937,disease
ENSG00000196943,non-disease
ENSG00000196950,disease
ENSG00000196954,disease
ENSG00000196961,non-disease
ENSG00000196968,non-disease
ENSG00000196975,disease
ENSG00000196976,non-disease
ENSG00000196981,non-disease
ENSG00000196998,non-disease
ENSG00000197006,non-disease
ENSG00000197013,disease
ENSG00000197016,non-disease
ENSG00000197019,disease
ENSG00000197020,non-disease
ENSG00000197037,non-disease
ENSG00000197043,disease
ENSG00000197045,disease
ENSG00000197046,non-disease
ENSG00000197056,disease
ENSG00000197057,disease
ENSG00000197070,non-disease
ENSG00000197079,disease
ENSG00000197081,disease
ENSG00000197093,non-disease
ENSG00000197102,disease
ENSG00000197106,disease
ENSG00000197114,disease
ENSG00000197119,disease
ENSG00000197121,disease
ENSG00000197122,disease
ENSG00000197124,non-disease
ENSG00000197125,non-disease
ENSG00000197128,non-disease
ENSG00000197134,disease
ENSG00000197136,disease
ENSG00000197140,disease
ENSG00000197142,disease
ENSG00000197147,disease
ENSG00000197150,disease
ENSG00000197157,disease
ENSG00000197168,non-disease
ENSG00000197177,disease
ENSG00000197181,disease
ENSG00000197191,non-disease
ENSG00000197208,disease
ENSG00000197213,non-disease
ENSG00000197217,disease
ENSG00000197223,disease
ENSG00000197226,non-disease
ENSG00000197241,non-disease
ENSG00000197245,non-disease
ENSG00000197249,disease
ENSG00000197256,non-disease
ENSG00000197261,non-disease
ENSG00000197265,disease
ENSG00000197272,disease
ENSG00000197273,non-disease
ENSG00000197275,disease
ENSG00000197279,non-disease
ENSG00000197283,disease
ENSG00000197296,disease
ENSG00000197299,disease
ENSG00000197309,non-disease
ENSG00000197312,disease
ENSG00000197321,disease
ENSG00000197323,disease
ENSG00000197324,non-disease
ENSG00000197329,disease
ENSG00000197343,disease
ENSG00000197345,disease
ENSG00000197353,disease
ENSG00000197355,non-disease
ENSG00000197361,disease
ENSG00000197362,disease
ENSG00000197363,non-disease
ENSG00000197372,non-disease
ENSG00000197375,disease
ENSG00000197376,disease
ENSG00000197380,non-disease
ENSG00000197381,disease
ENSG00000197386,disease
ENSG00000197403,non-disease
ENSG00000197405,disease
ENSG00000197408,disease
ENSG00000197410,disease
ENSG00000197415,disease
ENSG00000197416,non-disease
ENSG00000197417,disease
ENSG00000197428,non-disease
ENSG00000197429,non-disease
ENSG00000197430,non-disease
ENSG00000197437,disease
ENSG00000197442,disease
ENSG00000197444,disease
ENSG00000197446,disease
ENSG00000197448,disease
ENSG00000197451,non-disease
ENSG00000197457,non-disease
ENSG00000197461,disease
ENSG00000197467,disease
ENSG00000197471,disease
ENSG00000197472,non-disease
ENSG00000197483,non-disease
ENSG00000197487,disease
ENSG00000197496,disease
ENSG00000197498,non-disease
ENSG00000197506,disease
ENSG00000197520,disease
ENSG00000197530,non-disease
ENSG00000197532,non-disease
ENSG00000197535,disease
ENSG00000197536,disease
ENSG00000197540,non-disease
ENSG00000197548,disease
ENSG00000197555,disease
ENSG00000197557,disease
ENSG00000197561,disease
ENSG00000197562,disease
ENSG00000197563,disease
ENSG00000197565,disease
ENSG00000197566,disease
ENSG00000197576,disease
ENSG00000197579,disease
ENSG00000197580,disease
ENSG00000197586,disease
ENSG00000197587,non-disease
ENSG00000197594,disease
ENSG00000197599,non-disease
ENSG00000197601,non-disease
ENSG00000197603,disease
ENSG00000197614,non-disease
ENSG00000197619,disease
ENSG00000197629,non-disease
ENSG00000197632,disease
ENSG00000197635,disease
ENSG00000197641,disease
ENSG00000197646,disease
ENSG00000197647,disease
ENSG00000197651,non-disease
ENSG00000197653,disease
ENSG00000197658,disease
ENSG00000197683,non-disease
ENSG00000197694,disease
ENSG00000197696,disease
ENSG00000197705,disease
ENSG00000197706,non-disease
ENSG00000197712,disease
ENSG00000197714,non-disease
ENSG00000197724,disease
ENSG00000197734,non-disease
ENSG00000197746,disease
ENSG00000197748,non-disease
ENSG00000197763,disease
ENSG00000197766,disease
ENSG00000197768,non-disease
ENSG00000197769,non-disease
ENSG00000197771,non-disease
ENSG00000197774,non-disease
ENSG00000197776,disease
ENSG00000197779,disease
ENSG00000197786,non-disease
ENSG00000197790,disease
ENSG00000197798,non-disease
ENSG00000197808,disease
ENSG00000197816,non-disease
ENSG00000197818,non-disease
ENSG00000197822,disease
ENSG00000197826,non-disease
ENSG00000197841,non-disease
ENSG00000197852,non-disease
ENSG00000197857,non-disease
ENSG00000197858,disease
ENSG00000197859,disease
ENSG00000197860,non-disease
ENSG00000197863,non-disease
ENSG00000197879,disease
ENSG00000197885,disease
ENSG00000197887,non-disease
ENSG00000197889,non-disease
ENSG00000197891,disease
ENSG00000197892,disease
ENSG00000197893,disease
ENSG00000197894,disease
ENSG00000197901,disease
ENSG00000197905,non-disease
ENSG00000197912,disease
ENSG00000197921,non-disease
ENSG00000197928,non-disease
ENSG00000197930,disease
ENSG00000197933,disease
ENSG00000197935,disease
ENSG00000197943,disease
ENSG00000197948,disease
ENSG00000197951,disease
ENSG00000197953,disease
ENSG00000197958,disease
ENSG00000197959,disease
ENSG00000197961,non-disease
ENSG00000197965,disease
ENSG00000197969,disease
ENSG00000197971,disease
ENSG00000197976,non-disease
ENSG00000197977,disease
ENSG00000197992,disease
ENSG00000197993,disease
ENSG00000198000,disease
ENSG00000198001,disease
ENSG00000198003,non-disease
ENSG00000198010,disease
ENSG00000198015,disease
ENSG00000198018,disease
ENSG00000198026,disease
ENSG00000198028,non-disease
ENSG00000198034,non-disease
ENSG00000198039,non-disease
ENSG00000198042,non-disease
ENSG00000198046,disease
ENSG00000198049,disease
ENSG00000198055,disease
ENSG00000198074,disease
ENSG00000198075,non-disease
ENSG00000198081,non-disease
ENSG00000198087,disease
ENSG00000198088,non-disease
ENSG00000198089,non-disease
ENSG00000198092,non-disease
ENSG00000198099,disease
ENSG00000198104,non-disease
ENSG00000198105,disease
ENSG00000198108,disease
ENSG00000198113,non-disease
ENSG00000198125,disease
ENSG00000198130,disease
ENSG00000198131,disease
ENSG00000198133,disease
ENSG00000198142,non-disease
ENSG00000198146,non-disease
ENSG00000198157,non-disease
ENSG00000198160,non-disease
ENSG00000198162,disease
ENSG00000198168,disease
ENSG00000198169,disease
ENSG00000198171,disease
ENSG00000198173,non-disease
ENSG00000198176,disease
ENSG00000198183,non-disease
ENSG00000198185,disease
ENSG00000198189,non-disease
ENSG00000198198,non-disease
ENSG00000198203,disease
ENSG00000198205,non-disease
ENSG00000198208,non-disease
ENSG00000198216,disease
ENSG00000198223,disease
ENSG00000198231,non-disease
ENSG00000198246,disease
ENSG00000198252,disease
ENSG00000198265,disease
ENSG00000198270,non-disease
ENSG00000198276,non-disease
ENSG00000198283,non-disease
ENSG00000198286,disease
ENSG00000198298,disease
ENSG00000198300,disease
ENSG00000198301,disease
ENSG00000198315,non-disease
ENSG00000198324,non-disease
ENSG00000198326,non-disease
ENSG00000198331,disease
ENSG00000198336,disease
ENSG00000198342,non-disease
ENSG00000198353,disease
ENSG00000198355,non-disease
ENSG00000198363,disease
ENSG00000198369,disease
ENSG00000198373,disease
ENSG00000198380,disease
ENSG00000198382,disease
ENSG00000198390,non-disease
ENSG00000198398,disease
ENSG00000198399,disease
ENSG00000198400,disease
ENSG00000198408,disease
ENSG00000198417,disease
ENSG00000198420,non-disease
ENSG00000198431,disease
ENSG00000198440,non-disease
ENSG00000198445,non-disease
ENSG00000198453,disease
ENSG00000198464,disease
ENSG00000198467,disease
ENSG00000198471,non-disease
ENSG00000198483,non-disease
ENSG00000198488,non-disease
ENSG00000198498,non-disease
ENSG00000198513,disease
ENSG00000198515,disease
ENSG00000198517,non-disease
ENSG00000198520,non-disease
ENSG00000198522,disease
ENSG00000198535,disease
ENSG00000198542,disease
ENSG00000198546,non-disease
ENSG00000198551,disease
ENSG00000198553,non-disease
ENSG00000198554,disease
ENSG00000198556,non-disease
ENSG00000198561,non-disease
ENSG00000198563,non-disease
ENSG00000198569,disease
ENSG00000198570,disease
ENSG00000198574,non-disease
ENSG00000198576,disease
ENSG00000198585,non-disease
ENSG00000198589,disease
ENSG00000198597,disease
ENSG00000198598,disease
ENSG00000198604,disease
ENSG00000198610,disease
ENSG00000198612,disease
ENSG00000198624,non-disease
ENSG00000198625,disease
ENSG00000198626,disease
ENSG00000198643,disease
ENSG00000198646,disease
ENSG00000198648,disease
ENSG00000198650,disease
ENSG00000198663,non-disease
ENSG00000198670,disease
ENSG00000198673,disease
ENSG00000198677,disease
ENSG00000198680,disease
ENSG00000198681,disease
ENSG00000198682,disease
ENSG00000198689,disease
ENSG00000198690,disease
ENSG00000198691,disease
ENSG00000198692,disease
ENSG00000198695,disease
ENSG00000198700,disease
ENSG00000198707,disease
ENSG00000198712,disease
ENSG00000198715,non-disease
ENSG00000198718,disease
ENSG00000198719,disease
ENSG00000198720,non-disease
ENSG00000198721,non-disease
ENSG00000198722,disease
ENSG00000198723,non-disease
ENSG00000198727,disease
ENSG00000198728,disease
ENSG00000198729,disease
ENSG00000198730,disease
ENSG00000198732,disease
ENSG00000198734,disease
ENSG00000198739,disease
ENSG00000198740,disease
ENSG00000198746,non-disease
ENSG00000198752,disease
ENSG00000198756,non-disease
ENSG00000198758,disease
ENSG00000198759,non-disease
ENSG00000198763,disease
ENSG00000198765,disease
ENSG00000198768,disease
ENSG00000198771,disease
ENSG00000198774,non-disease
ENSG00000198780,non-disease
ENSG00000198783,disease
ENSG00000198785,disease
ENSG00000198786,disease
ENSG00000198792,non-disease
ENSG00000198793,disease
ENSG00000198794,non-disease
ENSG00000198796,disease
ENSG00000198797,disease
ENSG00000198798,non-disease
ENSG00000198799,disease
ENSG00000198804,disease
ENSG00000198805,disease
ENSG00000198807,disease
ENSG00000198812,disease
ENSG00000198814,disease
ENSG00000198815,disease
ENSG00000198816,non-disease
ENSG00000198818,disease
ENSG00000198821,disease
ENSG00000198822,disease
ENSG00000198824,non-disease
ENSG00000198825,disease
ENSG00000198826,non-disease
ENSG00000198829,disease
ENSG00000198832,non-disease
ENSG00000198835,disease
ENSG00000198836,disease
ENSG00000198837,non-disease
ENSG00000198838,disease
ENSG00000198839,disease
ENSG00000198842,disease
ENSG00000198844,disease
ENSG00000198846,disease
ENSG00000198851,disease
ENSG00000198853,disease
ENSG00000198854,non-disease
ENSG00000198855,non-disease
ENSG00000198858,non-disease
ENSG00000198860,disease
ENSG00000198862,non-disease
ENSG00000198863,non-disease
ENSG00000198865,non-disease
ENSG00000198870,disease
ENSG00000198873,disease
ENSG00000198876,non-disease
ENSG00000198879,disease
ENSG00000198883,non-disease
ENSG00000198885,non-disease
ENSG00000198886,disease
ENSG00000198887,disease
ENSG00000198889,non-disease
ENSG00000198890,disease
ENSG00000198892,non-disease
ENSG00000198894,disease
ENSG00000198898,non-disease
ENSG00000198899,disease
ENSG00000198900,disease
ENSG00000198901,disease
ENSG00000198908,non-disease
ENSG00000198909,disease
ENSG00000198911,disease
ENSG00000198912,disease
ENSG00000198915,disease
ENSG00000198917,non-disease
ENSG00000198919,non-disease
ENSG00000198920,non-disease
ENSG00000198924,disease
ENSG00000198925,disease
ENSG00000198930,non-disease
ENSG00000198931,disease
ENSG00000198932,disease
ENSG00000198933,non-disease
ENSG00000198934,disease
ENSG00000198937,non-disease
ENSG00000198938,disease
ENSG00000198939,non-disease
ENSG00000198944,non-disease
ENSG00000198947,disease
ENSG00000198948,non-disease
ENSG00000198951,disease
ENSG00000198952,non-disease
ENSG00000198954,disease
ENSG00000198959,disease
ENSG00000198961,non-disease
ENSG00000198963,disease
ENSG00000198964,disease
ENSG00000198965,disease
ENSG00000198967,disease
ENSG00000203485,disease
ENSG00000203666,disease
ENSG00000203667,non-disease
ENSG00000203668,disease
ENSG00000203685,non-disease
ENSG00000203697,disease
ENSG00000203705,disease
ENSG00000203724,non-disease
ENSG00000203727,disease
ENSG00000203730,non-disease
ENSG00000203734,disease
ENSG00000203740,non-disease
ENSG00000203756,non-disease
ENSG00000203757,non-disease
ENSG00000203760,disease
ENSG00000203772,disease
ENSG00000203778,non-disease
ENSG00000203780,disease
ENSG00000203783,non-disease
ENSG00000203784,disease
ENSG00000203786,non-disease
ENSG00000203795,non-disease
ENSG00000203797,disease
ENSG00000203805,disease
ENSG00000203837,disease
ENSG00000203867,disease
ENSG00000203872,non-disease
ENSG00000203877,disease
ENSG00000203879,disease
ENSG00000203880,non-disease
ENSG00000203883,disease
ENSG00000203907,non-disease
ENSG00000203908,non-disease
ENSG00000203910,non-disease
ENSG00000203933,disease
ENSG00000203943,non-disease
ENSG00000203952,non-disease
ENSG00000203963,disease
ENSG00000203965,non-disease
ENSG00000203972,disease
ENSG00000203985,non-disease
ENSG00000203995,non-disease
ENSG00000204001,non-disease
ENSG00000204006,non-disease
ENSG00000204007,disease
ENSG00000204010,non-disease
ENSG00000204020,disease
ENSG00000204021,non-disease
ENSG00000204022,non-disease
ENSG00000204052,non-disease
ENSG00000204065,non-disease
ENSG00000204084,disease
ENSG00000204099,non-disease
ENSG00000204104,disease
ENSG00000204116,non-disease
ENSG00000204120,disease
