Gene	Symbol	Uniprot	Gene Name	Pathway	Protein Class	DSI	DPI	# Of Diseases	Gene	Source	Gene	Source	Gene	# Of SNPs	Source	gene	# Of Genes	Source	gene	Source
2396	FRA5C	null	fragile site, aphidicolin type, common, fra(5)(q31.1)	null	null	1.0	0.0740740740740741	1	2396	ALL	2396	ALL	2396	0	ALL	2396	3090	ALL	2396	ALL
2403	FRA6C	null	fragile site, aphidicolin type, common, fra(6)(p22.2)	null	null	0.0	0.0	1	2403	ALL	2403	ALL	2403	0	ALL	2403	3722	ALL	2403	ALL
2421	FRA8C	null	fragile site, aphidicolin type, common, fra(8)(q24.1)	null	null	0.0	0.0	1	2421	ALL	2421	ALL	2421	0	ALL	2421	1968	ALL	2421	ALL
2422	FRA8D	null	fragile site, aphidicolin type, common, fra(8)(q24.3)	null	null	0.0	0.0	1	2422	ALL	2422	ALL	2422	0	ALL	2422	1968	ALL	2422	ALL
2460	FRA16A	null	fragile site, folic acid type, rare, fra(16)(p13.11)	null	null	1.0	0.111111111111111	1	2460	ALL	2460	ALL	2460	0	ALL	2460	1169	ALL	2460	ALL
2468	FRA18B	null	fragile site, aphidicolin type, common, fra(18)(q21.3)	null	null	1.0	0.0740740740740741	1	2468	ALL	2468	ALL	2468	0	ALL	2468	1899	ALL	2468	ALL
2491	CENPI	Q92674	centromere protein I	Cell Cycle; Signal Transduction	nucleic acid binding	0.0	0.0	1	2491	ALL	2491	ALL	2491	0	ALL	2491	817	ALL	2491	ALL
2519	FUCA2	Q9BTY2	fucosidase, alpha-L- 2, plasma	null	null	1.0	0.148148148148148	1	2519	ALL	2519	ALL	2519	0	ALL	2519	8	ALL	2519	ALL
2522	FUSE	null	polykaryocytosis promoter	null	null	0.0	0.0	1	2522	ALL	2522	ALL	2522	0	ALL	2522	571	ALL	2522	ALL
2574	GAGE2C	Q13066	G antigen 2C	null	null	0.0	0.0	1	2574	ALL	2574	ALL	2574	0	ALL	2574	448	ALL	2574	ALL
2578	GAGE6	Q13070	G antigen 6	null	null	0.0	0.0	1	2578	ALL	2578	ALL	2578	0	ALL	2578	448	ALL	2578	ALL
2585	GALK2	Q01415	galactokinase 2	null	transferase; kinase	1.0	0.111111111111111	1	2585	ALL	2585	ALL	2585	0	ALL	2585	645	ALL	2585	ALL
2595	GANC	Q8TET4	glucosidase, alpha; neutral C	null	hydrolase	1.0	0.0740740740740741	1	2595	ALL	2595	ALL	2595	0	ALL	2595	11	ALL	2595	ALL
2631	GBAS	O75323	glioblastoma amplified sequence	null	null	0.0	0.0	1	2631	ALL	2631	ALL	2631	0	ALL	2631	138	ALL	2631	ALL
2667	GDI2P1	null	GDP dissociation inhibitor 2 pseudogene 1	null	null	1.0	0.148148148148148	1	2667	ALL	2667	ALL	2667	0	ALL	2667	409	ALL	2667	ALL
2742	GLRA2	P23416	glycine receptor, alpha 2	Transmembrane transport of small molecules	transporter; receptor	1.0	0.037037037037037	1	2742	ALL	2742	ALL	2742	0	ALL	2742	609	ALL	2742	ALL
2759	GLYS1	null	glycosuria 1, renal	null	null	1.0	0.148148148148148	1	2759	ALL	2759	ALL	2759	0	ALL	2759	6	ALL	2759	ALL
2787	GNG5	P63218	guanine nucleotide binding protein (G protein), gamma 5	Hemostasis; Metabolism; Neuronal System; Signal Transduction; Transmembrane transport of small molecules	enzyme modulator	1.0	0.0740740740740741	1	2787	ALL	2787	ALL	2787	0	ALL	2787	1528	ALL	2787	ALL
2790	GNG10	P50151	guanine nucleotide binding protein (G protein), gamma 10	Hemostasis; Metabolism; Neuronal System; Signal Transduction; Transmembrane transport of small molecules	enzyme modulator	1.0	0.037037037037037	1	2790	ALL	2790	ALL	2790	0	ALL	2790	2344	ALL	2790	ALL
2792	GNGT1	P63211	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1	Hemostasis; Metabolism; Neuronal System; Signal Transduction; Transmembrane transport of small molecules	null	1.0	0.0740740740740741	1	2792	ALL	2792	ALL	2792	1	ALL	2792	1377	ALL	2792	ALL
2793	GNGT2	O14610	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	Hemostasis; Metabolism; Neuronal System; Signal Transduction; Transmembrane transport of small molecules	null	1.0	0.111111111111111	1	2793	ALL	2793	ALL	2793	0	ALL	2793	1169	ALL	2793	ALL
2802	GOLGA3	Q08378	golgin A3	null	null	1.0	0.0740740740740741	1	2802	ALL	2802	ALL	2802	0	ALL	2802	3061	ALL	2802	ALL
2830	GPR6	P46095	G protein-coupled receptor 6	null	receptor	1.0	0.0740740740740741	1	2830	ALL	2830	ALL	2830	0	ALL	2830	264	ALL	2830	ALL
2843	GPR20	Q99678	G protein-coupled receptor 20	Signal Transduction	receptor	1.0	0.0740740740740741	1	2843	ALL	2843	ALL	2843	1	ALL	2843	1863	ALL	2843	ALL
2865	FFAR3	O14843	free fatty acid receptor 3	Signal Transduction	receptor	1.0	0.0740740740740741	1	2865	ALL	2865	ALL	2865	0	ALL	2865	1936	ALL	2865	ALL
2873	GPS1	Q13098	G protein pathway suppressor 1	DNA Repair	null	1.0	0.037037037037037	1	2873	ALL	2873	ALL	2873	0	ALL	2873	1832	ALL	2873	ALL
2880	GPX5	O75715	glutathione peroxidase 5	null	oxidoreductase	1.0	0.0740740740740741	1	2880	ALL	2880	ALL	2880	0	ALL	2880	2459	ALL	2880	ALL
2926	GRSF1	Q12849	G-rich RNA sequence binding factor 1	null	nucleic acid binding	1.0	0.0740740740740741	1	2926	ALL	2926	ALL	2926	0	ALL	2926	493	ALL	2926	ALL
2942	GSTA6P	null	glutathione S-transferase alpha 6, pseudogene	null	null	1.0	0.0740740740740741	1	2942	ALL	2942	ALL	2942	0	ALL	2942	203	ALL	2942	ALL
2960	GTF2E1	P29083	general transcription factor IIE, polypeptide 1, alpha 56kDa	Gene Expression	transcription factor	1.0	0.0740740740740741	1	2960	ALL	2960	ALL	2960	0	ALL	2960	4524	ALL	2960	ALL
2961	GTF2E2	P29084	general transcription factor IIE, polypeptide 2, beta 34kDa	Gene Expression	transcription factor	1.0	0.037037037037037	1	2961	ALL	2961	ALL	2961	0	ALL	2961	833	ALL	2961	ALL
2963	GTF2F2	P13984	general transcription factor IIF, polypeptide 2, 30kDa	Gene Expression	transcription factor; nucleic acid binding	1.0	0.111111111111111	1	2963	ALL	2963	ALL	2963	0	ALL	2963	1128	ALL	2963	ALL
2970	GTF2IP1	null	general transcription factor IIi, pseudogene 1	null	null	1.0	0.111111111111111	1	2970	ALL	2970	ALL	2970	0	ALL	2970	70	ALL	2970	ALL
2975	GTF3C1	Q12789	general transcription factor IIIC, polypeptide 1, alpha 220kDa	Gene Expression	null	1.0	0.0740740740740741	1	2975	ALL	2975	ALL	2975	0	ALL	2975	56	ALL	2975	ALL
3017	HIST1H2BD	P62807;P58876	histone cluster 1, H2bd	Cell Cycle; Cellular responses to stress; Chromatin organization; Developmental Biology; DNA Repair; Gene Expression; Metabol...	nucleic acid binding	1.0	0.0740740740740741	1	3017	ALL	3017	ALL	3017	0	ALL	3017	2929	ALL	3017	ALL
3063	HCVS	null	human coronavirus sensitivity	null	null	1.0	0.037037037037037	1	3063	ALL	3063	ALL	3063	0	ALL	null	null	null	null	null
3121	HLA-DQB3	null	major histocompatibility complex, class II, DQ beta 3	null	null	1.0	0.111111111111111	1	3121	ALL	3121	ALL	3121	0	ALL	3121	1071	ALL	3121	ALL
3138	HLA-K	null	major histocompatibility complex, class I, K (pseudogene)	null	null	1.0	0.0740740740740741	1	3138	ALL	3138	ALL	3138	0	ALL	3138	1312	ALL	3138	ALL
3228	HOXC12	P31275	homeobox C12	null	transcription factor; nucleic acid binding	1.0	0.0740740740740741	1	3228	ALL	3228	ALL	3228	0	ALL	3228	81	ALL	3228	ALL
3244	HPE1	null	holoprosencephaly 1, alobar	null	null	1.0	0.111111111111111	1	3244	ALL	3244	ALL	3244	0	ALL	3244	52	ALL	3244	ALL
3260	HPV18I1	null	human papilloma virus (type 18) integration site 1	null	null	0.0	0.0	1	3260	ALL	3260	ALL	3260	0	ALL	null	null	null	null	null
3321	IGSF3	O75054	immunoglobulin superfamily, member 3	null	null	0.0	0.0	1	3321	ALL	3321	ALL	3321	1	ALL	null	null	null	null	null
3323	HSP90AA4P	Q58FG1	heat shock protein 90kDa alpha (cytosolic), class A member 4, pseudogene	null	chaperone	1.0	0.037037037037037	1	3323	ALL	3323	ALL	3323	1	ALL	3323	765	ALL	3323	ALL
3341	HTC1	null	hypertrichosis 1 (universalis, congenital)	null	null	1.0	0.0740740740740741	1	3341	ALL	3341	ALL	3341	0	ALL	3341	1	ALL	3341	ALL
3349	HTOR	null	5-hydroxytryptamine (serotonin) oxygenase regulator	null	null	1.0	0.0740740740740741	1	3349	ALL	3349	ALL	3349	0	ALL	3349	13	ALL	3349	ALL
3408	IDDM9	null	insulin-dependent diabetes mellitus 9	null	null	1.0	0.111111111111111	1	3408	ALL	3408	ALL	3408	0	ALL	3408	1071	ALL	3408	ALL
3419	IDH3A	P50213	isocitrate dehydrogenase 3 (NAD+) alpha	Metabolism	oxidoreductase	1.0	0.037037037037037	1	3419	ALL	3419	ALL	3419	0	ALL	3419	896	ALL	3419	ALL
3424	IDSP1	null	iduronate 2-sulfatase pseudogene 1	null	null	1.0	0.148148148148148	1	3424	ALL	3424	ALL	3424	0	ALL	3424	11	ALL	3424	ALL
3478	IGES	null	immunoglobulin E concentration, serum	null	null	1.0	0.0740740740740741	1	3478	ALL	3478	ALL	3478	0	ALL	3478	1377	ALL	3478	ALL
3537	IGLC1	P0CG04	immunoglobulin lambda constant 1 (Mcg marker)	Immune System; Vesicle-mediated transport	null	1.0	0.111111111111111	1	3537	ALL	3537	ALL	3537	0	ALL	3537	220	ALL	3537	ALL
3544	IGLL2P	null	immunoglobulin lambda-like polypeptide 2, pseudogene	null	null	1.0	0.037037037037037	1	3544	ALL	3544	ALL	3544	0	ALL	3544	833	ALL	3544	ALL
3633	INPP5B	P32019	inositol polyphosphate-5-phosphatase, 75kDa	Metabolism; Signal Transduction	phosphatase; hydrolase	1.0	0.185185185185185	1	3633	ALL	3633	ALL	3633	0	ALL	3633	23	ALL	3633	ALL
3652	IPP	Q9Y573	intracisternal A particle-promoted polypeptide	null	null	1.0	0.0740740740740741	1	3652	ALL	3652	ALL	3652	0	ALL	3652	471	ALL	3652	ALL
3706	ITPKA	P23677	inositol-trisphosphate 3-kinase A	Metabolism	transferase; kinase	1.0	0.037037037037037	1	3706	ALL	3706	ALL	3706	0	ALL	3706	1831	ALL	3706	ALL
3734	KALP	null	Kallmann syndrome sequence pseudogene	null	null	1.0	0.148148148148148	1	3734	ALL	3734	ALL	3734	0	ALL	3734	59	ALL	3734	ALL
3770	KCNJ14	Q9UNX9	potassium channel, inwardly rectifying subfamily J, member 14	Muscle contraction; Neuronal System	null	1.0	0.037037037037037	1	3770	ALL	3770	ALL	3770	0	ALL	3770	177	ALL	3770	ALL
3843	IPO5	O00410	importin 5	null	transfer/carrier protein; transporter; enzyme modulator	1.0	0.037037037037037	1	3843	ALL	3843	ALL	3843	0	ALL	3843	1832	ALL	3843	ALL
3886	KRT35	Q92764	keratin 35, type I	null	cytoskeletal protein; structural protein	1.0	0.0740740740740741	1	3886	ALL	3886	ALL	3886	0	ALL	3886	785	ALL	3886	ALL
3889	KRT83	P78385	keratin 83, type II	null	cytoskeletal protein; structural protein	1.0	0.0740740740740741	1	3889	ALL	3889	ALL	3889	1	ALL	3889	5	ALL	3889	ALL
3896	KWE	null	keratolytic winter erythema (Oudtshoorn skin disease)	null	null	1.0	0.0740740740740741	1	3896	ALL	3896	ALL	3896	0	ALL	3896	2	ALL	3896	ALL
3940	LDHAP1	null	lactate dehydrogenase A pseudogene 1	null	null	1.0	0.037037037037037	1	3940	ALL	3940	ALL	3940	0	ALL	3940	218	ALL	3940	ALL
4034	LRCH4	O75427	leucine-rich repeats and calponin homology (CH) domain containing 4	null	null	1.0	0.037037037037037	1	4034	ALL	4034	ALL	4034	0	ALL	4034	380	ALL	4034	ALL
4076	CAPRIN1	Q14444	cell cycle associated protein 1	null	transporter	1.0	0.111111111111111	1	4076	ALL	4076	ALL	4076	0	ALL	4076	645	ALL	4076	ALL
4081	MAB21L1	Q13394	mab-21-like 1 (C. elegans)	null	null	0.0	0.0	1	4081	ALL	4081	ALL	4081	0	ALL	4081	450	ALL	4081	ALL
4083	MARCKSP1	null	myristoylated alanine-rich protein kinase C substrate pseudogene 1	null	null	1.0	0.0740740740740741	1	4083	ALL	4083	ALL	4083	0	ALL	4083	1112	ALL	4083	ALL
4116	MAGOH	P61326	mago-nashi homolog, proliferation-associated (Drosophila)	Gene Expression	null	1.0	0.0740740740740741	1	4116	ALL	4116	ALL	4116	0	ALL	4116	640	ALL	4116	ALL
4213	MEIS3P1	A6NDR6	Meis homeobox 3 pseudogene 1	null	nucleic acid binding	0.0	0.0	1	4213	ALL	4213	ALL	4213	1	ALL	4213	188	ALL	4213	ALL
4228	MER5	null	antigen identified by monoclonal antibody 2D8	null	null	1.0	0.0740740740740741	1	4228	ALL	4228	ALL	4228	0	ALL	4228	194	ALL	4228	ALL
4242	MFNG	O00587	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	Signal Transduction	signaling molecule; transferase	1.0	0.037037037037037	1	4242	ALL	4242	ALL	4242	0	ALL	4242	44	ALL	4242	ALL
4273	MIC12	null	antigen identified by monoclonal antibody 30.2A8	null	null	1.0	0.0740740740740741	1	4273	ALL	4273	ALL	4273	0	ALL	4273	2929	ALL	4273	ALL
4279	MICD	null	MHC class I polypeptide-related sequence D (pseudogene)	null	null	1.0	0.0740740740740741	1	4279	ALL	4279	ALL	4279	0	ALL	4279	1105	ALL	4279	ALL
4364	MRSD	null	mental retardation-skeletal dysplasia	null	null	1.0	0.222222222222222	1	4364	ALL	4364	ALL	4364	0	ALL	null	null	null	null	null
4378	MRX14	null	mental retardation, X-linked 14	null	null	1.0	0.0740740740740741	1	4378	ALL	4378	ALL	4378	0	ALL	null	null	null	null	null
4384	MRX20	null	mental retardation, X-linked 20	null	null	1.0	0.0740740740740741	1	4384	ALL	4384	ALL	4384	0	ALL	null	null	null	null	null
4387	MRX23	null	mental retardation, X-linked 23	null	null	1.0	0.0740740740740741	1	4387	ALL	4387	ALL	4387	0	ALL	null	null	null	null	null
4391	MRX27	null	mental retardation, X-linked 27	null	null	1.0	0.0740740740740741	1	4391	ALL	4391	ALL	4391	0	ALL	4391	139	ALL	4391	ALL
4406	MRX42	null	mental retardation, X-linked 42	null	null	1.0	0.0740740740740741	1	4406	ALL	4406	ALL	4406	0	ALL	null	null	null	null	null
4413	MRX50	null	mental retardation, X-linked 50	null	null	1.0	0.0740740740740741	1	4413	ALL	4413	ALL	4413	0	ALL	null	null	null	null	null
4416	MRX53	null	mental retardation, X-linked 53	null	null	1.0	0.0740740740740741	1	4416	ALL	4416	ALL	4416	0	ALL	null	null	null	null	null
4503	MT2P1	null	metallothionein 2 pseudogene 1	null	null	1.0	0.111111111111111	1	4503	ALL	4503	ALL	4503	0	ALL	4503	70	ALL	4503	ALL
4632	MYL1	P05976	myosin, light chain 1, alkali; skeletal, fast	Muscle contraction	cytoskeletal protein; calcium-binding protein	1.0	0.037037037037037	1	4632	ALL	4632	ALL	4632	0	ALL	4632	369	ALL	4632	ALL
4636	MYL5	Q02045	myosin, light chain 5, regulatory	Muscle contraction	cytoskeletal protein; calcium-binding protein	1.0	0.0740740740740741	1	4636	ALL	4636	ALL	4636	0	ALL	4636	672	ALL	4636	ALL
4649	MYO9A	B2RTY4	myosin IXA	Signal Transduction	cell junction protein; cytoskeletal protein; enzyme modulator	1.0	0.0740740740740741	1	4649	ALL	4649	ALL	4649	0	ALL	4649	65	ALL	4649	ALL
4702	NDUFA8	P51970	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa	Metabolism	oxidoreductase	1.0	0.0740740740740741	1	4702	ALL	4702	ALL	4702	0	ALL	4702	3061	ALL	4702	ALL
4710	NDUFB4	O95168	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa	Metabolism	oxidoreductase	1.0	0.111111111111111	1	4710	ALL	4710	ALL	4710	0	ALL	4710	437	ALL	4710	ALL
4713	NDUFB7	P17568	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa	Metabolism	oxidoreductase	1.0	0.148148148148148	1	4713	ALL	4713	ALL	4713	0	ALL	4713	58	ALL	4713	ALL
4725	NDUFS5	O43920	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)	Metabolism	null	1.0	0.0740740740740741	1	4725	ALL	4725	ALL	4725	0	ALL	4725	2929	ALL	4725	ALL
54884	RETSAT	Q6NUM9	retinol saturase (all-trans-retinol 13,14-reductase)	null	oxidoreductase	1.0	0.296296296296296	1	54884	ALL	54884	ALL	54884	0	ALL	54884	19	ALL	54884	ALL
54886	LPPR1	Q8TBJ4	lipid phosphate phosphatase-related protein type 1	null	null	0.0	0.0	1	54886	ALL	54886	ALL	54886	0	ALL	54886	625	ALL	54886	ALL
54900	LAX1	Q8IWV1	lymphocyte transmembrane adaptor 1	null	transporter; hydrolase	1.0	0.037037037037037	1	54900	ALL	54900	ALL	54900	0	ALL	54900	1339	ALL	54900	ALL
54910	SEMA4C	Q9C0C4	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	null	signaling molecule	1.0	0.0740740740740741	1	54910	ALL	54910	ALL	54910	0	ALL	54910	1112	ALL	54910	ALL
54932	EXD3	Q8N9H8	exonuclease 3\'-5\' domain containing 3	null	nucleic acid binding	1.0	0.0740740740740741	1	54932	ALL	54932	ALL	54932	0	ALL	54932	77	ALL	54932	ALL
54951	COMMD8	Q9NX08	COMM domain containing 8	null	null	1.0	0.0740740740740741	1	54951	ALL	54951	ALL	54951	0	ALL	54951	3061	ALL	54951	ALL
54953	C1orf27	Q5SWX8	chromosome 1 open reading frame 27	null	oxidoreductase	1.0	0.148148148148148	1	54953	ALL	54953	ALL	54953	0	ALL	54953	810	ALL	54953	ALL
54958	TMEM160	Q9NX00	transmembrane protein 160	null	null	1.0	0.0740740740740741	1	54958	ALL	54958	ALL	54958	0	ALL	54958	1936	ALL	54958	ALL
54962	TIPIN	Q9BVW5	TIMELESS interacting protein	DNA Repair	transcription factor	1.0	0.111111111111111	1	54962	ALL	54962	ALL	54962	0	ALL	54962	84	ALL	54962	ALL
54963	UCKL1	Q9NWZ5	uridine-cytidine kinase 1-like 1	null	transferase; kinase	1.0	0.0740740740740741	1	54963	ALL	54963	ALL	54963	0	ALL	54963	194	ALL	54963	ALL
54969	C4orf27	Q9NWY4	chromosome 4 open reading frame 27	null	null	1.0	0.111111111111111	1	54969	ALL	54969	ALL	54969	0	ALL	54969	645	ALL	54969	ALL
54994	GID8	Q9NWU2	GID complex subunit 8	null	transfer/carrier protein; transporter	1.0	0.0740740740740741	1	54994	ALL	54994	ALL	54994	0	ALL	54994	2070	ALL	54994	ALL
55008	HERC6	Q8IVU3	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	null	ligase	1.0	0.0740740740740741	1	55008	ALL	55008	ALL	55008	0	ALL	55008	493	ALL	55008	ALL
55061	SUSD4	Q5VX71	sushi domain containing 4	null	cell adhesion molecule; transfer/carrier protein; protease; hydrolase; defense/immunity protein; receptor	0.0	0.0	1	55061	ALL	55061	ALL	55061	0	ALL	55061	448	ALL	55061	ALL
55064	SPATA6L	Q8N4H0	spermatogenesis associated 6-like	null	null	1.0	0.0740740740740741	1	55064	ALL	55064	ALL	55064	0	ALL	55064	3061	ALL	55064	ALL
55080	TAPBPL	Q9BX59	TAP binding protein-like	null	defense/immunity protein; receptor	1.0	0.0740740740740741	1	55080	ALL	55080	ALL	55080	1	ALL	55080	1662	ALL	55080	ALL
55092	TMEM51	Q9NW97	transmembrane protein 51	null	null	1.0	0.0740740740740741	1	55092	ALL	55092	ALL	55092	0	ALL	55092	3061	ALL	55092	ALL
55096	EBLN2	Q6P2I7	endogenous Bornavirus-like nucleoprotein 2	null	null	0.0	0.0	1	55096	ALL	55096	ALL	55096	1	ALL	55096	296	ALL	55096	ALL
55100	WDR70	Q9NW82	WD repeat domain 70	null	null	0.0	0.0	1	55100	ALL	55100	ALL	55100	1	ALL	55100	188	ALL	55100	ALL
55114	ARHGAP17	Q68EM7	Rho GTPase activating protein 17	Signal Transduction	null	1.0	0.0740740740740741	1	55114	ALL	55114	ALL	55114	0	ALL	55114	3061	ALL	55114	ALL
55125	CEP192	Q8TEP8	centrosomal protein 192kDa	Cell Cycle; Organelle biogenesis and maintenance	null	1.0	0.0740740740740741	1	55125	ALL	55125	ALL	55125	0	ALL	55125	3061	ALL	55125	ALL
55148	UBR7	Q8N806	ubiquitin protein ligase E3 component n-recognin 7 (putative)	null	null	1.0	0.148148148148148	1	55148	ALL	55148	ALL	55148	0	ALL	55148	454	ALL	55148	ALL
55174	INTS10	Q9NVR2	integrator complex subunit 10	null	null	1.0	0.037037037037037	1	55174	ALL	55174	ALL	55174	1	ALL	55174	418	ALL	55174	ALL
55195	C14orf105	Q9NVL8	chromosome 14 open reading frame 105	null	null	1.0	0.0740740740740741	1	55195	ALL	55195	ALL	55195	0	ALL	55195	3061	ALL	55195	ALL
55197	RPRD1A	Q96P16	regulation of nuclear pre-mRNA domain containing 1A	null	enzyme modulator	1.0	0.111111111111111	1	55197	ALL	55197	ALL	55197	0	ALL	55197	645	ALL	55197	ALL
55211	DPPA4	Q7L190	developmental pluripotency associated 4	Developmental Biology	null	1.0	0.037037037037037	1	55211	ALL	55211	ALL	55211	0	ALL	55211	218	ALL	55211	ALL
55218	EXD2	Q9NVH0	exonuclease 3\'-5\' domain containing 2	null	nucleic acid binding	1.0	0.037037037037037	1	55218	ALL	55218	ALL	55218	1	ALL	55218	765	ALL	55218	ALL
55220	KLHDC8A	Q8IYD2	kelch domain containing 8A	null	cytoskeletal protein	0.0	0.0	1	55220	ALL	55220	ALL	55220	0	ALL	55220	448	ALL	55220	ALL
55224	ETNK2	Q9NVF9	ethanolamine kinase 2	Metabolism	transferase; kinase	1.0	0.037037037037037	1	55224	ALL	55224	ALL	55224	0	ALL	55224	1339	ALL	55224	ALL
55229	PANK4	Q9NVE7	pantothenate kinase 4	Metabolism	null	1.0	0.0740740740740741	1	55229	ALL	55229	ALL	55229	0	ALL	55229	1863	ALL	55229	ALL
55234	SMU1	Q2TAY7	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	null	null	1.0	0.0740740740740741	1	55234	ALL	55234	ALL	55234	0	ALL	55234	3061	ALL	55234	ALL
55246	CCDC25	Q86WR0	coiled-coil domain containing 25	null	null	1.0	0.0740740740740741	1	55246	ALL	55246	ALL	55246	0	ALL	55246	3061	ALL	55246	ALL
55253	TYW1	Q9NV66	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)	Gene Expression	transporter; oxidoreductase	1.0	0.0740740740740741	1	55253	ALL	55253	ALL	55253	0	ALL	55253	3061	ALL	55253	ALL
55255	WDR41	Q9HAD4	WD repeat domain 41	null	null	1.0	0.0740740740740741	1	55255	ALL	55255	ALL	55255	0	ALL	55255	3061	ALL	55255	ALL
55267	PRR34	Q9NV39	proline rich 34	null	null	1.0	0.111111111111111	1	55267	ALL	55267	ALL	55267	3	ALL	55267	1128	ALL	55267	ALL
55283	MCOLN3	Q8TDD5	mucolipin 3	Transmembrane transport of small molecules	transporter	1.0	0.148148148148148	1	55283	ALL	55283	ALL	55283	0	ALL	55283	15	ALL	55283	ALL
55287	TMEM40	Q8WWA1	transmembrane protein 40	null	null	1.0	0.111111111111111	1	55287	ALL	55287	ALL	55287	0	ALL	55287	104	ALL	55287	ALL
55293	UEVLD	Q8IX04	UEV and lactate/malate dehyrogenase domains	null	ligase	0.0	0.0	1	55293	ALL	55293	ALL	55293	0	ALL	55293	264	ALL	55293	ALL
55295	KLHL26	Q53HC5	kelch-like family member 26	null	null	1.0	0.0740740740740741	1	55295	ALL	55295	ALL	55295	1	ALL	55295	197	ALL	55295	ALL
55298	RNF121	Q9H920	ring finger protein 121	null	ligase	1.0	0.037037037037037	1	55298	ALL	55298	ALL	55298	0	ALL	55298	144	ALL	55298	ALL
55311	ZNF444	Q8N0Y2	zinc finger protein 444	null	transcription factor	1.0	0.037037037037037	1	55311	ALL	55311	ALL	55311	0	ALL	55311	7	ALL	55311	ALL
55312	RFK	Q969G6	riboflavin kinase	Metabolism	transferase; kinase	1.0	0.0740740740740741	1	55312	ALL	55312	ALL	55312	0	ALL	55312	1528	ALL	55312	ALL
55314	TMEM144	Q7Z5S9	transmembrane protein 144	null	null	0.0	0.0	1	55314	ALL	55314	ALL	55314	1	ALL	55314	296	ALL	55314	ALL
55321	TMEM74B	Q9NUR3	transmembrane protein 74B	null	null	1.0	0.0740740740740741	1	55321	ALL	55321	ALL	55321	1	ALL	55321	1105	ALL	55321	ALL
55322	C5orf22	Q49AR2	chromosome 5 open reading frame 22	null	null	1.0	0.0740740740740741	1	55322	ALL	55322	ALL	55322	2	ALL	55322	798	ALL	55322	ALL
55325	UFSP2	Q9NUQ7	UFM1-specific peptidase 2	null	null	1.0	0.0740740740740741	1	55325	ALL	55325	ALL	55325	0	ALL	55325	5	ALL	55325	ALL
55326	AGPAT5	Q9NUQ2	1-acylglycerol-3-phosphate O-acyltransferase 5	Metabolism	null	1.0	0.0740740740740741	1	55326	ALL	55326	ALL	55326	0	ALL	55326	3061	ALL	55326	ALL
55346	TCP11L1	Q9NUJ3	t-complex 11, testis-specific-like 1	null	receptor	1.0	0.0740740740740741	1	55346	ALL	55346	ALL	55346	0	ALL	55346	1899	ALL	55346	ALL
55347	ABHD10	Q9NUJ1	abhydrolase domain containing 10	Metabolism	null	1.0	0.0740740740740741	1	55347	ALL	55347	ALL	55347	0	ALL	55347	3061	ALL	55347	ALL
55437	STRADB	Q9C0K7	STE20-related kinase adaptor beta	Signal Transduction	null	1.0	0.0740740740740741	1	55437	ALL	55437	ALL	55437	0	ALL	55437	798	ALL	55437	ALL
55509	BATF3	Q9NR55	basic leucine zipper transcription factor, ATF-like 3	null	transcription factor; nucleic acid binding	1.0	0.037037037037037	1	55509	ALL	55509	ALL	55509	1	ALL	55509	164	ALL	55509	ALL
55529	TMEM55A	Q8N4L2	transmembrane protein 55A	null	null	1.0	0.037037037037037	1	55529	ALL	55529	ALL	55529	1	ALL	55529	765	ALL	55529	ALL
55530	SVOP	Q8N4V2	SV2 related protein homolog (rat)	null	transfer/carrier protein; transporter	0.0	0.0	1	55530	ALL	55530	ALL	55530	0	ALL	55530	448	ALL	55530	ALL
55539	KCNQ1DN	Q9H478	KCNQ1 downstream neighbor (non-protein coding)	null	null	0.0	0.0	1	55539	ALL	55539	ALL	55539	0	ALL	55539	3722	ALL	55539	ALL
55565	ZNF821	O75541	zinc finger protein 821	null	transcription factor	1.0	0.0740740740740741	1	55565	ALL	55565	ALL	55565	0	ALL	55565	3061	ALL	55565	ALL
55596	ZCCHC8	Q6NZY4	zinc finger, CCHC domain containing 8	null	nucleic acid binding	1.0	0.148148148148148	1	55596	ALL	55596	ALL	55596	0	ALL	55596	454	ALL	55596	ALL
55601	DDX60	Q8IY21	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60	null	null	1.0	0.0740740740740741	1	55601	ALL	55601	ALL	55601	0	ALL	55601	493	ALL	55601	ALL
55608	ANKRD10	Q9NXR5	ankyrin repeat domain 10	null	null	1.0	0.111111111111111	1	55608	ALL	55608	ALL	55608	0	ALL	55608	645	ALL	55608	ALL
